;Date;Team1;Team2;Map;Event;event_type;event_tier
0;23/12/12;ESC (16);Virtus.pro (6);nuke  Nuke_se;SLTV StarSeries IV;Lan;A
1;23/12/12;ESC (16);Virtus.pro (7);mrg  Mirage_ce;SLTV StarSeries IV;Lan;A
2;22/12/12;Imaginary (8);Virtus.pro (16);inf  Inferno_se;SLTV StarSeries IV;Lan;A
3;22/12/12;Imaginary (7);Virtus.pro (16);mrg  Mirage_ce;SLTV StarSeries IV;Lan;A
4;22/12/12;Virtus.pro (10);Imaginary (16);d2  Dust2_se;SLTV StarSeries IV;Lan;A
5;21/12/12;ESC (25);Virtus.pro (23);inf  Inferno_se;SLTV StarSeries IV;Lan;A
6;21/12/12;ESC (14);Virtus.pro (16);mrg  Mirage_ce;SLTV StarSeries IV;Lan;A
7;21/12/12;ESC (16);Virtus.pro (5);trn  Train_se;SLTV StarSeries IV;Lan;A
8;21/12/12;zNation (17);Imaginary (19);d2  Dust2_se;SLTV StarSeries IV;Lan;A
9;21/12/12;Virtus.pro (16);zNation (10);d2  Dust2_se;SLTV StarSeries IV;Lan;A
10;20/12/12;Imaginary (13);ESC (16);nuke  Nuke_se;SLTV StarSeries IV;Lan;A
11;20/12/12;ESC (16);Imaginary (1);inf  Inferno_se;SLTV StarSeries IV;Lan;A
12;16/12/12;Ninjas in Pyjamas (16);ESC (6);mrg  Mirage_ce;NorthCon 2012;Lan;A
13;16/12/12;Ninjas in Pyjamas (16);ESC (3);trn  Train_se;NorthCon 2012;Lan;A
14;16/12/12;CPLAY (14);FMESPORTS (16);d2  Dust2_se;NorthCon 2012;Lan;A
15;16/12/12;FMESPORTS (16);CPLAY (13);nuke  Nuke_se;NorthCon 2012;Lan;A
16;15/12/12;ESC (16);FMESPORTS (12);trn  Train_se;NorthCon 2012;Lan;A
17;15/12/12;ESC (16);FMESPORTS (7);inf  Inferno_se;NorthCon 2012;Lan;A
18;15/12/12;Ninjas in Pyjamas (16);CPLAY (2);nuke  Nuke_se;NorthCon 2012;Lan;A
19;15/12/12;Ninjas in Pyjamas (16);CPLAY (7);inf  Inferno_se;NorthCon 2012;Lan;A
20;15/12/12;CPLAY (16);gamed!de (4);inf  Inferno_se;NorthCon 2012;Lan;A
21;15/12/12;FMESPORTS (16);MaxFloPlay (8);d2  Dust2_se;NorthCon 2012;Lan;A
22;15/12/12;FMESPORTS (16);3DMAX (13);d2  Dust2_se;NorthCon 2012;Lan;A
23;15/12/12;ESC (15);CPLAY (15);inf  Inferno_se;NorthCon 2012;Lan;A
24;15/12/12;gamed!de (16);Absolute Legends (9);d2  Dust2_se;NorthCon 2012;Lan;A
25;15/12/12;MaxFloPlay (4);Ninjas in Pyjamas (16);nuke  Nuke_se;NorthCon 2012;Lan;A
26;15/12/12;ESC (16);FMESPORTS (5);trn  Train_se;NorthCon 2012;Lan;A
27;15/12/12;MaxFloPlay (13);Absolute Legends (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
28;15/12/12;CPLAY (10);3DMAX (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
29;15/12/12;gamed!de (5);Ninjas in Pyjamas (16);nuke  Nuke_se;NorthCon 2012;Lan;A
30;15/12/12;ESC (16);3DMAX (2);nuke  Nuke_se;NorthCon 2012;Lan;A
31;15/12/12;Ninjas in Pyjamas (16);Absolute Legends (2);nuke  Nuke_se;NorthCon 2012;Lan;A
32;15/12/12;CPLAY (16);FMESPORTS (13);inf  Inferno_se;NorthCon 2012;Lan;A
33;15/12/12;MaxFloPlay (16);gamed!de (9);mrg  Mirage_ce;NorthCon 2012;Lan;A
34;15/12/12;AT Gaming (10);gamed!de (16);nuke  Nuke_se;NorthCon 2012;Lan;A
35;15/12/12;logiX (4);CPLAY (16);nuke  Nuke_se;NorthCon 2012;Lan;A
36;15/12/12;Anexis (10);MaxFloPlay (16);nuke  Nuke_se;NorthCon 2012;Lan;A
37;15/12/12;FMESPORTS (19);EYES ON U (15);inf  Inferno_se;NorthCon 2012;Lan;A
38;15/12/12;ServerForge (9);EYES ON U (16);nuke  Nuke_se;NorthCon 2012;Lan;A
39;15/12/12;gamed!de (5);3DMAX (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
40;15/12/12;ServerForge (11);3DMAX (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
41;15/12/12;gamed!de (16);EYES ON U (13);inf  Inferno_se;NorthCon 2012;Lan;A
42;15/12/12;NeverPlay (8);FMESPORTS (16);d2  Dust2_se;NorthCon 2012;Lan;A
43;15/12/12;AT Gaming (5);Absolute Legends (16);d2  Dust2_se;NorthCon 2012;Lan;A
44;15/12/12;FMESPORTS (16);AT Gaming (10);inf  Inferno_se;NorthCon 2012;Lan;A
45;15/12/12;Absolute Legends (16);NeverPlay (2);nuke  Nuke_se;NorthCon 2012;Lan;A
46;15/12/12;3DMAX (16);EYES ON U (5);mrg  Mirage_ce;NorthCon 2012;Lan;A
47;15/12/12;AT Gaming (16);NeverPlay (10);inf  Inferno_se;NorthCon 2012;Lan;A
48;15/12/12;FMESPORTS (5);Absolute Legends (16);d2  Dust2_se;NorthCon 2012;Lan;A
49;15/12/12;gamed!de (16);ServerForge (3);nuke  Nuke_se;NorthCon 2012;Lan;A
50;14/12/12;logiX (5);Anexis (16);inf  Inferno_se;NorthCon 2012;Lan;A
51;14/12/12;LowLandLions (14);MaxFloPlay (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
52;14/12/12;Ninjas in Pyjamas (16);CPLAY (3);nuke  Nuke_se;NorthCon 2012;Lan;A
53;14/12/12;ESC (16);CRG (4);nuke  Nuke_se;NorthCon 2012;Lan;A
54;14/12/12;LowLandLions (12);CPLAY (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
55;14/12/12;Ninjas in Pyjamas (16);MaxFloPlay (3);nuke  Nuke_se;NorthCon 2012;Lan;A
56;14/12/12;Anexis (16);CRG (7);mrg  Mirage_ce;NorthCon 2012;Lan;A
57;14/12/12;logiX (6);ESC (16);nuke  Nuke_se;NorthCon 2012;Lan;A
58;14/12/12;MaxFloPlay (12);CPLAY (16);mrg  Mirage_ce;NorthCon 2012;Lan;A
59;14/12/12;ESC (16);Anexis (4);inf  Inferno_se;NorthCon 2012;Lan;A
60;14/12/12;LowLandLions (9);Ninjas in Pyjamas (16);nuke  Nuke_se;NorthCon 2012;Lan;A
61;14/12/12;CRG (13);logiX (16);inf  Inferno_se;NorthCon 2012;Lan;A
62;9/12/12;Ninjas in Pyjamas (16);Curse (10);d2  Dust2_se;THOR Open 2012;Lan;A
63;9/12/12;Ninjas in Pyjamas (16);Curse (13);nuke  Nuke_se;THOR Open 2012;Lan;A
64;9/12/12;Lemondogs (16);Anexis (4);mrg  Mirage_ce;THOR Open 2012;Lan;A
65;9/12/12;Lemondogs (16);Anexis (14);nuke  Nuke_se;THOR Open 2012;Lan;A
66;9/12/12;Anexis (11);Curse (16);nuke  Nuke_se;THOR Open 2012;Lan;A
67;9/12/12;Anexis (5);Curse (16);d2  Dust2_se;THOR Open 2012;Lan;A
68;9/12/12;Ninjas in Pyjamas (16);Lemondogs (5);d2  Dust2_se;THOR Open 2012;Lan;A
69;9/12/12;Ninjas in Pyjamas (16);Lemondogs (9);nuke  Nuke_se;THOR Open 2012;Lan;A
70;8/12/12;Anexis (16);Lemondogs (3);inf  Inferno_se;THOR Open 2012;Lan;A
71;8/12/12;Western Wolves (16);Absolute Legends (14);d2  Dust2_se;THOR Open 2012;Lan;A
72;8/12/12;Anexis (16);Absolute Legends (14);nuke  Nuke_se;THOR Open 2012;Lan;A
73;8/12/12;Western Wolves (5);Lemondogs (16);inf  Inferno_se;THOR Open 2012;Lan;A
74;8/12/12;Anexis (16);Western Wolves (13);d2  Dust2_se;THOR Open 2012;Lan;A
75;8/12/12;Lemondogs (16);Absolute Legends (12);mrg  Mirage_ce;THOR Open 2012;Lan;A
76;8/12/12;Ninjas in Pyjamas (16);gosu (11);d2  Dust2_se;THOR Open 2012;Lan;A
